Protein;MW;100K1;100K2;100K3;100K4;50K1;50K2;50K3;50K4;30K1;30K2;30K3;30K4;10K1;10K2;10K3;10K4
P47160;45091.13;210787.8125;208994.59375;197991.609375;178315.59375;596101.375;547211.3125;520150.21875;556063.6875;1324154.75;1827703;2032808.625;1784516;2841774.75;3034473.75;2984685.5;2925761.5
P47166;81171.12;69038.140625;72951.875;82706.859375;64125.39453125;178543.234375;153719.046875;167837.96875;175776.515625;204370.484375;214334.28125;222956.71875;214369.390625;249420.421875;273653.1875;263308.71875;264806.125
P47170;181949.28;0;0;0;0;10212.224609375;3917.21948242188;6738.51220703125;15419.3037109375;24079.6171875;41104.77734375;34908.03515625;32011.314453125;69906.2265625;66393.46875;66305.734375;70694.7421875
P47173;39690.44;23761.974609375;33122.04296875;29932.759765625;41413.65234375;42236.30859375;57801.171875;51946.21484375;18009.779296875;58045.7578125;20307.08203125;16080.9912109375;31731.7109375;0;0;0;0
P47176;41624.71;845417.375;1098176.75;1208307.5;1412189.25;2345006.25;3364638.5;3424678.75;1254475.125;5093476.5;833245.75;894456.375;1250840.25;126100.5703125;117515.015625;117370.984375;96108.4609375
P47190;86322.72;0;0;0;0;55617.2890625;47726.1328125;52446.59765625;52380.7421875;89502.3984375;96163.5546875;108654.1328125;96236.875;0;0;0;0
P47771;55187.89;22131.52734375;31447.7890625;29968.55859375;28638.90234375;0;0;0;0;0;0;0;0;0;0;0;0
P47822;16071.37;20371.564453125;23568.841796875;25901.79296875;22656.533203125;33190.5703125;35500.59375;31823.365234375;20822.662109375;108304.625;132724.84375;142006.515625;138569.046875;100538.1640625;84859.9921875;96987.0078125;89315.0390625
P47912;77267.12;27472.330078125;28151.302734375;26404.40625;29757.619140625;48361.3671875;50721.09765625;48657.6796875;34287.984375;154012.234375;105152.046875;94052.7578125;109267.359375;364133.34375;340279.71875;316656.8125;291730.25
P47977;32314.4;9407.75390625;9401.189453125;9356.7294921875;7939.57958984375;0;0;0;0;6261.30322265625;44340.0078125;58773.09765625;69939.78125;39645.625;35322.41796875;28804.001953125;41000.296875
P48015;44469.03;27796.087890625;37702.9453125;41795.80078125;39571.93359375;61729.35546875;76056.4296875;81194.3828125;36758.1015625;168948.78125;49952.84375;58300.02734375;83016.9609375;69553.0625;67635.0390625;66402.9375;44923.578125
P48164;21634.26;2306533;2589148;2816721;3377428.25;238777.59375;214755.375;198888.734375;211840.28125;323855.0625;384903.15625;378855.53125;417382.21875;1739596.75;1587660.625;1285070;1207201.875
P48231;132509.28;17431.23046875;22463.4609375;22086.50390625;26550.11328125;0;0;0;0;0;0;0;0;84460.0859375;138057.140625;129506.875;126461.03125
P48232;11461.05;0;0;0;0;0;0;0;0;30933.767578125;102359.125;85811.4296875;84215.921875;0;0;0;0
P48234;81734.02;11771.2275390625;8748.6357421875;6973.58984375;7984.4189453125;32782.5;40477.64453125;36369.390625;40698.6640625;68376.8046875;105198.125;98680.171875;83504.8125;195565.53125;198407.15625;172709.390625;179518.78125
P48353;25008.21;14542.7978515625;21332.0859375;24088.71484375;15152.79296875;27856.255859375;23237.115234375;25326.69921875;31495.62890625;58888.7578125;119732.1171875;90777.5390625;107499.2265625;224086.359375;210230.953125;255707.546875;217401.28125
P48361;126863.99;9011.28515625;8444.1748046875;6901.28662109375;6693.701171875;18543.99609375;16289.2490234375;17823.037109375;21985.62890625;53037.01953125;90540.265625;88554.265625;79215.171875;181316.890625;202816.6875;190056.453125;178452.0625
P48363;23115.17;79810.015625;74676.890625;75267.171875;61866.7578125;82089.9609375;57515.6875;88165.78125;82610.0390625;57476.33984375;97474.703125;106273.21875;110900.546875;130094.34375;144043.21875;106650.25;83083.6796875
P48412;44924.1;0;0;0;0;0;0;0;0;62380.43359375;110005.3671875;74451.8125;96549.34375;859464.9375;593812;561648.5;542001.5625
P48415;241695.78;76851;72003.8203125;78302.8671875;71443.8046875;288449.125;255461.859375;256122.6875;312340.84375;593252.25;730734.0625;688344.6875;630734.5625;731678.875;673709.25;665496.375;681138.875
P48510;39345.62;67372.1875;73197.484375;64496.41796875;74117.703125;314409.1875;314429.625;291371.5625;416145.40625;2266786.75;1939757;1716145.25;1651313;5707627.5;6329478;6350763.5;5672557
P48524;109174.34;0;0;0;0;10490.7587890625;10429.263671875;7761.5361328125;20333.1640625;29761.46875;30335.796875;36109.04296875;37837.9765625;157140.578125;109416.484375;100123.8359375;93601.0078125
P48562;93908.72;0;0;0;0;0;0;0;0;33343.484375;42925.75;41201.44140625;30340.25390625;154756.640625;149749.625;143144.546875;148201.875
P48563;186836.13;13038.5029296875;86345.3515625;105138.953125;84125.578125;0;0;0;0;0;0;0;0;0;0;0;0
P48567;45273.39;17044.115234375;15325.7568359375;15123.3544921875;7705.79296875;0;0;0;0;13338.5146484375;15573.408203125;0;5439.6240234375;6681.85693359375;8266.9736328125;968.017272949219;0
P48570;47098.9;50232.82421875;57956.83203125;64524.3046875;50249.6171875;93764.234375;82188.859375;78308.4609375;120265.09375;278526.03125;333578.34375;274631.625;290373.09375;1293543.875;1025101.25;942935.3125;907053.25
P48582;97275.95;34420.0546875;53548.7578125;92159.546875;28706.654296875;53190.8828125;54398.19140625;56845.4296875;57099.62109375;99728.8515625;138202.4375;114494.1171875;112216.5625;454739.6875;480443.90625;491935.40625;538680.25
P48589;15471.68;880297.625;918472.25;1019292.625;1061969.5;312266.125;296175.71875;236029.5625;312860.59375;1179959.625;996772.3125;993984.25;981419.75;1076792.75;1095181.125;1283143.5;1174310.875
P48606;12378.97;707978.9375;719528.75;745398.6875;734654.0625;1797294.25;1534133.875;1488204.375;2273359.5;7344204;7103463.5;5881127;6544305;20716068;20706476;21272450;21992578
P48743;90584;0;0;0;0;0;0;0;0;0;0;0;0;49569.4609375;61216.0390625;60047.6015625;50983.87109375
P48813;73598.01;11373.8720703125;20783.630859375;29238.205078125;18770.5859375;0;0;0;0;17703.078125;43213.25;28286.69140625;25802.216796875;193193.125;178904.625;179794.46875;177517.84375
P48836;12712.67;2067425.875;2029886.75;1745136.375;1995686.875;1765655.625;1572886.125;1616555.875;1973638.5;3549541.5;8467381;9413589;8710025;20811584;19477998;20578158;19778784
P48837;57498.5;88771.109375;82307.515625;86320.21875;87553.0625;82082.4296875;68987.703125;71650.578125;81333.4453125;108879.4921875;121744.296875;124953.109375;126072.125;244147.0625;210238.90625;188163.421875;150794.453125
P49089;64470.27;134633.9375;126379.46875;117537.3984375;176562.90625;106620.109375;165723.078125;190233.828125;53109.12890625;72171.65625;10135.3583984375;16121.6396484375;20260.43359375;57054.1328125;55945.33203125;54503.76953125;50409.87109375
P49090;64593.21;151494.9375;170816.78125;171660.796875;295431.78125;104552.2421875;178187.515625;245310.3125;57334.5;41962.796875;16665.74609375;13746.240234375;61197.30078125;4616.4013671875;4648.345703125;5483.45166015625;4714.35888671875
P49095;114451.25;41521.15234375;48879.375;47626.4921875;49447.2890625;44012.54296875;31682.572265625;60617.9609375;12164.7080078125;0;0;0;0;68579.1171875;33767.94140625;21374.1640625;18156.015625
P49166;9850.27;3800366.75;3529401.75;2907425.25;2474030.25;43728.35546875;31925.15234375;21681.703125;13690.21875;0;0;0;0;128247.75;129785.9296875;71245.703125;78627.7578125
P49167;8826.52;10551445;11002413;7897917.5;7945865;37116.3515625;32275.685546875;33953.08984375;42021;71769.1796875;130012.90625;118652.6328125;158616.171875;742538.9375;508488.46875;337973.4375;297288.59375
P49334;16790.48;75602.203125;77240.78125;76092.046875;56632.82421875;115452.15625;123198.4453125;97255.4765625;186967.5;43301.734375;97029.6796875;122748.8203125;94402.7734375;1222035.5;1064963.125;989245.8125;869033.75
P49435;20586.86;17734.287109375;19004.771484375;24702.123046875;22649.5546875;19895.625;27149.1328125;28852.259765625;11399.2109375;171542.59375;34108.546875;45124.140625;55817.10546875;0;0;0;0
P49573;44441.6;70737.4140625;72417.7265625;126199.125;77298.515625;20863.35546875;18112.33203125;21573.013671875;74150.71875;95176.40625;111887.3515625;113883.6875;109012.328125;547309.875;510418.78125;458903.4375;578367
P49626;39062.06;2555649.25;2982809;2913189;3197184.5;115313.71875;126282.1015625;102939.2734375;153376.921875;186970.984375;238316.703125;227657.5;241340.5;2417226.25;2070221.5;1717495;1566586.875
P49686;42778.19;0;0;0;0;0;0;0;0;69769.7578125;61918.9921875;42517.8125;56529.83984375;69302.265625;127829.6875;126541.34375;124774.2265625
P49687;145661.28;17233.82421875;17244.01953125;20983.20703125;19300.01953125;32730;23525.041015625;15746.5654296875;23848.62109375;101645.8359375;81186.9296875;47225.546875;74414.9609375;101029.375;78655.1328125;81761.3203125;86873.8984375
P49723;40054.6;496410.25;556499.125;532226.875;689554.25;628758;709083.9375;774413;513970.1875;1389707.75;421241.34375;423107.09375;439789.96875;1564279.375;1265196.25;1021441.875;927745.75
P49775;23541.73;14031.15234375;13373.373046875;9020.8095703125;11117.5380859375;41114.6328125;63176.859375;51827.5;15557.21484375;12926.642578125;88875.5703125;73074.515625;79791.2578125;0;0;0;0
P49954;32549.23;52807.42578125;54100.83984375;48512.01171875;36527.4453125;220290.078125;231153.484375;203752.296875;106806.3359375;347206.1875;366848.59375;351441.75;421506.15625;48064.86328125;43353.46875;28787.01171875;54429.0625
P49955;110027.78;0;0;0;0;0;0;0;0;38085.1875;40010.94921875;29847.1796875;34020.41796875;123056.0390625;110966.78125;106492.5234375;121005.5703125
P50085;34406.54;11535.896484375;14594.6376953125;17519.166015625;16083.1669921875;14130.806640625;7271.81982421875;8693.8642578125;14231.29296875;18726.88671875;36216.375;31503.53515625;31466.916015625;71571.9921875;55265.62109375;61752.9921875;55159.640625
P50086;25616.29;5940.1435546875;6637.66064453125;7966.380859375;11646.8125;120035.1796875;246393.171875;162512.3125;80224.984375;970134.625;75860.2421875;62170.3046875;116700.671875;512011.90625;419747.75;198948.90625;372345.84375
P50087;26911.83;0;0;0;0;20942.044921875;72393.6640625;70978.9453125;89827.4609375;0;0;0;0;147438.515625;97213.6640625;95185.3125;142394.28125
P50089;89241.03;0;0;0;0;0;0;0;0;1094.66333007813;4114.94873046875;13943.2470703125;17447.1875;77803.375;111115.4375;52014.3828125;63499.91015625
P50094;56393.87;15163.7841796875;26296.13671875;31224.90625;31653.455078125;0;0;0;0;0;0;0;0;215582.6875;174447.3125;108158.53125;113758.7890625
P50095;56584.78;210928.34375;232064.234375;249045.3125;319627.71875;24901.904296875;38030.89453125;44552.76953125;23989.67578125;59413.7265625;57856.984375;56636.1640625;54220.35546875;84336.3984375;59338.71484375;57810.35546875;41193.5546875
P50101;143563.84;8680.09765625;8234.578125;14058.22265625;8693.923828125;0;0;0;0;0;0;0;0;104141;83543.671875;54262.5390625;60976.58984375
P50105;42336.47;8481.7724609375;8451.005859375;7375.70263671875;6989.05615234375;14186.4208984375;11920.951171875;12335.1171875;19736.951171875;159597.578125;133532.125;100554.15625;96789.203125;255296.71875;230967.84375;209141.484375;261222.75
P50106;14585.19;115898.5234375;105110.6015625;121462.9921875;108931.0703125;131247;123445.5703125;120658.109375;183913.25;449387.5625;434209.5;360804.78125;358940.8125;666511.375;632182.5625;587126.5625;582860.3125
P50107;37208.9;34360.81640625;46667.3046875;41517.015625;47290.2421875;119474.9296875;149623.296875;134770.46875;85597.578125;727154.375;247990.765625;303257.6875;316752.90625;42655.9765625;39366.4609375;42454.5703125;62032.37109375
P50109;65584.04;17073.75;14715.5947265625;16279.7109375;17978.056640625;40863.70703125;43713.8515625;39053.69921875;52547.7890625;188299.59375;243222.625;209132.953125;191132.0625;393162.375;359305.625;329911.34375;378710.4375
P50111;103358.41;29244.638671875;21539.515625;22434.59765625;27704.560546875;41230.578125;43143.08203125;45766.34375;47007.19140625;48856.37109375;71330.6640625;74453.8515625;75448.4296875;76023.7890625;71403.3046875;72278.1875;57421.87890625
P50278;35652.51;0;0;0;0;5061.99853515625;13439.5927734375;14675.6015625;1151.8125;18361.490234375;16695.95703125;17405.990234375;15617.4189453125;0;0;0;0
P50623;17911.43;13452.87109375;13491.6494140625;10465.818359375;11196.8251953125;100777.7734375;106615.8671875;83094.0546875;95512.7734375;1435918.125;763616.75;575985.5625;636651.125;376680.59375;671268.875;835948.125;911448.4375
P50861;18555.51;9249.6689453125;13806.1494140625;13702.2158203125;23208.08984375;25588.712890625;35880.7734375;49027.04296875;9628.439453125;0;0;0;0;0;0;0;0
P50896;95347.53;43848.46875;35543.63671875;41859.56640625;42863.51171875;58304.00390625;38464.515625;51984.97265625;45643.94921875;118552.1875;140516.015625;131433.34375;141213.890625;352206.0625;332726.28125;295979.21875;265699.0625
P50942;133331.13;3313.720703125;3509.75732421875;3952.798828125;3020.21948242188;23964.99609375;19791.953125;20719.623046875;25126.521484375;58136.26953125;82308.8359375;74733.2578125;67270.25;115774.953125;105752.1171875;106353.8828125;123510.84375
P50944;80025.85;0;0;0;0;6448.578125;7882.77392578125;3217.57299804688;12570.69140625;19603.859375;22795.244140625;27130.7890625;22868.185546875;84131.1953125;59237.921875;48147.1875;49348.84375
P50946;27205.36;34486.22265625;36195.3203125;33455.4453125;33343.3828125;19535.091796875;22988.189453125;27407.326171875;14122.57421875;15490.5556640625;23377.3515625;22162.509765625;22419.107421875;58858.46875;65762.296875;68053.8125;63070.609375
P50947;37024.37;0;0;0;0;8048.6162109375;10472.09375;9495.2900390625;9231.6630859375;37104.3359375;64969.06640625;70449.5859375;68588.4296875;141536.5625;162523.5625;172518.15625;167513.5625
P51401;21657.14;115932.1640625;124791.75;153383.953125;208067.921875;0;0;0;0;0;0;0;0;0;0;0;0
P51402;9868.29;4933909.5;3840739.5;3900115;3389895.75;43777.83984375;31236.064453125;22663.75390625;20654.681640625;0;0;0;0;74617.2890625;50480.015625;45984.17578125;24646.8828125
P51601;27769.05;5846.8046875;3992.947265625;11847.796875;10731.6220703125;0;0;0;0;6139.40185546875;26588.63671875;29234.2578125;23917.28515625;95033.328125;81645.890625;78277.484375;71431.7265625
P51862;152596.05;0;0;0;0;30498.47265625;38854.546875;33002.04296875;33748.89453125;14411.3662109375;203625.453125;188048.265625;166844.984375;49917.33984375;88001.8046875;79455.4765625;103846.765625
P52286;22330.28;190273.90625;219657.125;204406.03125;196990.75;602796.875;561054.875;531530;558026.5;1497509.875;1256800.5;1442653.5;1332008;183457;296148.4375;400223.34375;342368.40625
P52489;55195.22;7102.197265625;9769.40625;7963.89013671875;8800.56640625;0;0;0;0;0;0;0;0;0;0;0;0
P52490;17468.03;71241.4921875;77169.953125;61741.171875;61710.59765625;64968.1953125;94055.6328125;66033.5546875;50369.97265625;311162.4375;372548.71875;355002.6875;342345.53125;202488.65625;240841.296875;251424.0625;278767.15625
P52491;21203.31;0;0;0;0;0;0;0;0;20753.837890625;36307.26953125;26948.638671875;32768.38671875;34393.64453125;45121.046875;34836.44140625;32969.2421875
P52553;13283.9;498380.3125;524848;538959.5625;503032.375;950191.5625;851912.9375;839962.9375;937500.25;2626815.5;2972686.25;2757202.75;2942593.5;4241238.5;4155104.5;4562709.5;4439489.5
P52593;188577.18;6135.828125;4294.64453125;6075.330078125;8845.6171875;0;0;0;0;0;0;0;0;0;0;0;0
P52870;8711.17;118332.3359375;132611.8125;111758.671875;91895.9609375;50867.61328125;47425.08984375;47188.6484375;46741.234375;0;0;0;0;717001.1875;545232.625;452932.53125;359323.5
P52871;9606.15;78041.7421875;82085.8203125;72893.7578125;57576.234375;0;0;0;0;0;0;0;0;0;0;0;0
P52910;75491.63;112203.234375;140192.140625;135568.609375;149601.328125;57537.0234375;59205.11328125;52241.734375;49080.390625;77021.609375;112713.6328125;99819.28125;117032.1953125;108758.953125;117065.6953125;98392.359375;89650.4296875
P52911;63508.15;7191.337890625;7303.1025390625;6099.0302734375;4464.359375;0;0;0;0;0;0;0;0;0;0;0;0
P52917;48172.32;34616.52734375;30945.40234375;30853.123046875;26774.908203125;52690.140625;49664.16015625;49909.62109375;48295.80859375;78377.984375;86043.8515625;82774.9609375;82290.890625;43424.16796875;50497.09765625;61025.09375;53271.2265625
P52920;35253.18;33101.45703125;18811.603515625;29869.1796875;27913.77734375;0;0;0;0;0;0;0;0;0;0;0;0
P53009;91000.6;23196.884765625;21939.54296875;18455.681640625;20374.0078125;45851.29296875;44792.44921875;36763.62109375;48487.2421875;78230.453125;180268.4375;178027.171875;190890.890625;478784.53125;410725.84375;443944.6875;402273.21875
P53043;57994.99;0;0;0;0;0;0;0;0;0;0;0;0;101855.1796875;88680.6640625;55669.80859375;66160.5390625
P53044;39810.39;54397.1328125;56079.48828125;56767.81640625;61983.41015625;89788.8515625;79358.546875;76928.671875;80524.265625;167518.265625;181809.296875;153028.328125;145435.546875;469765.875;355675.65625;330273.0625;375333.53125
P53049;166728.23;7550.89794921875;3498.35083007813;58528.07421875;4195.130859375;0;0;0;0;46651.65234375;23008.60546875;20166.19140625;21460.58203125;26141.279296875;26928.51171875;22071.671875;23115.263671875
P53064;65868.53;24578.478515625;28880.89453125;32849.47265625;36479.796875;37118.83203125;35773.359375;34489.78515625;62678.7734375;74853.3671875;78306.3125;68106.7578125;79551.609375;297894.40625;264213.4375;235348.109375;266313.625
P53066;20073.68;915656.8125;1023284.8125;983390.5;889341.25;3520272.25;3447403.75;3152177.25;3314701.25;5319476;7158604.5;9089597;8253759.5;830534.875;1404181.5;2116295.25;1927393.5
P53072;33550.25;0;0;0;0;0;0;0;0;7484.88232421875;8465.4609375;11085.9072265625;39.0527648925781;524638.625;425995.375;328288.65625;337101.1875
