"Gene > Standard Name","Gene > Systematic Name","Gene > Name","Gene > Homologues > Homologue > Standard Name","Gene > Homologues > Homologue > Name","Gene > Homologues > Homologue . Organism . Short Name","Gene > Homologues > Homolog Gene Identifier","Gene > Homologues > Homologue > Cross References > Identifier","Gene > Homologues > Homologue > Diseases > Identifier","Gene > Homologues > Homologue > Diseases > Name","Gene > Homologues > Data Sets > Data Source > Name","Gene > Homologues > Algorithms","Gene > Homologues > Algorithms Match","Gene > Homologues > Algorithms Attempted"
"MCT1","YOR221C","Malonyl-CoA:ACP Transferase","MCAT","malonyl CoA:ACP acyltransferase (mitochondrial)","H. sapiens","27349","614479","","","DiOPT","Hieranoid|OrthoFinder|PANTHER","3","9"
"MCX1","YBR227C","Mitochondrial ClpX","CLPX","caseinolytic mitochondrial matrix peptidase chaperone subunit","H. sapiens","10845","615611","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"MDE1","YJR024C","Methylthioribulose-1-phosphate DEhydratase","APIP","APAF1 interacting protein","H. sapiens","51074","612491","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MDH1","YKL085W","Malate DeHydrogenase","MDH2","malate dehydrogenase 2, NAD (mitochondrial)","H. sapiens","4191","154100","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|InParanoid","7","9"
"MDH2","YOL126C","Malate DeHydrogenase","MDH2","malate dehydrogenase 2, NAD (mitochondrial)","H. sapiens","4191","154100","","","DiOPT","OMA|OrthoFinder|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"MDJ1","YFL016C","Mitochondrial DnaJ","DNAJA3","DnaJ (Hsp40) homolog, subfamily A, member 3","H. sapiens","9093","608382","","","DiOPT","OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|InParanoid","6","9"
"MDJ2","YNL328C","Mitochondrial DnaJ homolog","DNAJC15","DnaJ (Hsp40) homolog, subfamily C, member 15","H. sapiens","29103","615339","","","DiOPT","Ensembl Compara|PANTHER|Hieranoid|OrthoFinder","4","9"
"MDJ2","YNL328C","Mitochondrial DnaJ homolog","DNAJC19","DnaJ (Hsp40) homolog, subfamily C, member 19","H. sapiens","131118","608977","610198","3-METHYLGLUTACONIC ACIDURIA, TYPE V; MGCA5","DiOPT","Ensembl Compara|OrthoFinder|Hieranoid|PANTHER","4","9"
"MDL1","YLR188W","MultiDrug resistance-Like","ABCB10","ATP-binding cassette, sub-family B (MDR/TAP), member 10","H. sapiens","23456","605454","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|InParanoid","7","9"
"MDL2","YPL270W","MultiDrug resistance-Like","ABCB10","ATP-binding cassette, sub-family B (MDR/TAP), member 10","H. sapiens","23456","605454","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|InParanoid","6","9"
"MDM1","YML104C","Mitochondrial Distribution and Morphology","SNX13","sorting nexin 13","H. sapiens","23161","606589","","","DiOPT","OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"MDM20","YOL076W","Mitochondrial Distribution and Morphology","NAA25","N(alpha)-acetyltransferase 25, NatB auxiliary subunit","H. sapiens","80018","612755","","","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","6","9"
"MDM35","YKL053C-A","Mitochondrial Distribution and Morphology","TRIAP1","TP53 regulated inhibitor of apoptosis 1","H. sapiens","51499","614943","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","7","9"
"MDM38","YOL027C","Mitochondrial Distribution and Morphology","LETM1","leucine zipper-EF-hand containing transmembrane protein 1","H. sapiens","3954","604407","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","6","9"
"MDY2","YOL111C","Mating-Deficient Yeast","UBL4A","ubiquitin-like 4A","H. sapiens","8266","312070","","","DiOPT","Hieranoid|InParanoid","2","9"
"MDY2","YOL111C","Mating-Deficient Yeast","UBL4B","ubiquitin-like 4B","H. sapiens","164153","611127","","","DiOPT","Hieranoid|InParanoid","2","9"
"MEC1","YBR136W","Mitosis Entry Checkpoint","ATR","ATR serine/threonine kinase","H. sapiens","545","601215","210600","SECKEL SYNDROME 1; SCKL1","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MEC1","YBR136W","Mitosis Entry Checkpoint","ATR","ATR serine/threonine kinase","H. sapiens","545","601215","614564","CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL; FCTCS","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MED6","YHR058C","MEDiator complex","MED6","mediator complex subunit 6","H. sapiens","10001","602984","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MED7","YOL135C","MEDiator complex","MED7","mediator complex subunit 7","H. sapiens","9443","605045","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|InParanoid","7","9"
"MEF1","YLR069C","Mitochondrial Elongation Factor","GFM1","G elongation factor, mitochondrial 1","H. sapiens","85476","606639","609060","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 1; COXPD1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MEF2","YJL102W","Mitochondrial Elongation Factor","GFM2","G elongation factor, mitochondrial 2","H. sapiens","84340","606544","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MES1","YGR264C","MEthionyl-tRNA Synthetase","MARS","methionyl-tRNA synthetase","H. sapiens","4141","156560","616280","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U; CMT2U","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MES1","YGR264C","MEthionyl-tRNA Synthetase","MARS","methionyl-tRNA synthetase","H. sapiens","4141","156560","615486","INTERSTITIAL LUNG AND LIVER DISEASE; ILLD","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MET12","YPL023C","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","601634","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE; NTDFS","DiOPT","Ensembl Compara|OrthoFinder|PhylomeDB|PANTHER","4","9"
"MET12","YPL023C","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","236250","HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY","DiOPT","Ensembl Compara|OrthoFinder|PhylomeDB|PANTHER","4","9"
"MET12","YPL023C","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","181500","SCHIZOPHRENIA; SCZD","DiOPT","Ensembl Compara|OrthoFinder|PhylomeDB|PANTHER","4","9"
"MET12","YPL023C","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","188050","THROMBOPHILIA DUE TO THROMBIN DEFECT; THPH1","DiOPT","Ensembl Compara|OrthoFinder|PhylomeDB|PANTHER","4","9"
"MET13","YGL125W","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","601634","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE; NTDFS","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MET13","YGL125W","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","236250","HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MET13","YGL125W","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","181500","SCHIZOPHRENIA; SCZD","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MET13","YGL125W","METhionine requiring","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)","H. sapiens","4524","607093","188050","THROMBOPHILIA DUE TO THROMBIN DEFECT; THPH1","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MET14","YKL001C","METhionine requiring","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1","H. sapiens","9061","603262","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"MET14","YKL001C","METhionine requiring","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","H. sapiens","9060","603005","612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES; BCYM4","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"MET18","YIL128W","METhionine requiring","MMS19","MMS19 homolog, cytosolic iron-sulfur assembly component","H. sapiens","64210","614777","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MET22","YOL064C","METhionine requiring","IMPAD1","inositol monophosphatase domain containing 1","H. sapiens","54928","614010","614078","CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE","DiOPT","Hieranoid|Ensembl Compara","2","9"
"MET30","YIL046W","METhionine requiring","FBXW7","F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase","H. sapiens","55294","606278","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid","3","9"
"MET7","YOR241W","METhionine requiring","FPGS","folylpolyglutamate synthase","H. sapiens","2356","136510","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MEU1","YLR017W","Multicopy Enhancer of UAS2","MTAP","methylthioadenosine phosphorylase","H. sapiens","4507","156540","112250","DIAPHYSEAL MEDULLARY STENOSIS WITH MALIGNANT FIBROUS HISTIOCYTOMA; DMSMFH","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"MEX67","YPL169C","Messenger RNA EXport factor of 67 kDa","NXF1","nuclear RNA export factor 1","H. sapiens","10482","602647","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MEX67","YPL169C","Messenger RNA EXport factor of 67 kDa","NXF2","nuclear RNA export factor 2","H. sapiens","56001","300315","","","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","6","9"
"MEX67","YPL169C","Messenger RNA EXport factor of 67 kDa","NXF3","nuclear RNA export factor 3","H. sapiens","56000","300316","","","DiOPT","OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"MEX67","YPL169C","Messenger RNA EXport factor of 67 kDa","NXF5","nuclear RNA export factor 5","H. sapiens","55998","300319","","","DiOPT","OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"MGE1","YOR232W","Mitochondrial GrpE","GRPEL1","GrpE-like 1, mitochondrial (E. coli)","H. sapiens","80273","606173","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MGL2","YMR210W","MonoacylGlycerol Lipase","ABHD1","abhydrolase domain containing 1","H. sapiens","84696","612195","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|InParanoid","6","9"
"MGL2","YMR210W","MonoacylGlycerol Lipase","ABHD3","abhydrolase domain containing 3","H. sapiens","171586","612197","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|InParanoid","6","9"
"MGM1","YOR211C","Mitochondrial Genome Maintenance","OPA1","optic atrophy 1 (autosomal dominant)","H. sapiens","4976","605290","165500","OPTIC ATROPHY 1; OPA1","DiOPT","Ensembl Compara|Hieranoid|PANTHER","3","9"
"MGM1","YOR211C","Mitochondrial Genome Maintenance","OPA1","optic atrophy 1 (autosomal dominant)","H. sapiens","4976","605290","606657","GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO","DiOPT","Ensembl Compara|Hieranoid|PANTHER","3","9"
"MGM1","YOR211C","Mitochondrial Genome Maintenance","OPA1","optic atrophy 1 (autosomal dominant)","H. sapiens","4976","605290","125250","OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY","DiOPT","Ensembl Compara|Hieranoid|PANTHER","3","9"
"MGS1","YNL218W","Maintenance of Genome Stability","WRNIP1","Werner helicase interacting protein 1","H. sapiens","56897","608196","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MGT1","YDL200C","O-6-MethylGuanine-DNA methylTransferase","MGMT","O-6-methylguanine-DNA methyltransferase","H. sapiens","4255","156569","","","DiOPT","Ensembl Compara|OrthoInspector","2","9"
"MHF1","YOL086W-A","Mph1-associated Histone-Fold protein","APITD1","apoptosis-inducing, TAF9-like domain 1","H. sapiens","378708","609130","","","DiOPT","PhylomeDB|InParanoid|OrthoFinder","3","9"
"MHO1","YJR008W","Memo HOmolog","MEMO1","mediator of cell motility 1","H. sapiens","51072","611786","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"MHT1","YLL062C","S-Methylmethionine-Homocysteine methylTransferase","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase","H. sapiens","4548","156570","250940","HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG","DiOPT","SonicParanoid|OrthoInspector","2","9"
"MHT1","YLL062C","S-Methylmethionine-Homocysteine methylTransferase","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase","H. sapiens","4548","156570","601634","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE; NTDFS","DiOPT","SonicParanoid|OrthoInspector","2","9"
"MIA40","YKL195W","Mitochondrial intermembrane space Import and Assembly","CHCHD4","coiled-coil-helix-coiled-coil-helix domain containing 4","H. sapiens","131474","611077","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"MIC10","YCL057C-A","MItochondrial contact site and Cristae organizing system","MINOS1","mitochondrial inner membrane organizing system 1","H. sapiens","440574","616574","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|InParanoid","6","9"
"MIC60","YKR016W","MItochondrial contact site and Cristae organizing system","IMMT","inner membrane protein, mitochondrial","H. sapiens","10989","600378","","","DiOPT","Ensembl Compara|OrthoFinder|Hieranoid|PANTHER","4","9"
"MIF2","YKL089W","MItotic Fidelity of chromosome transmission","CENPC","centromere protein C","H. sapiens","1060","117141","","","DiOPT","Ensembl Compara|OrthoFinder|PANTHER","3","9"
"MIG2","YGL209W","Multicopy Inhibitor of GAL gene expression","ZNF148","zinc finger protein 148","H. sapiens","7707","601897","","","DiOPT","Hieranoid|InParanoid","2","9"
"MIG3","YER028C","Multicopy Inhibitor of Growth","ZNF148","zinc finger protein 148","H. sapiens","7707","601897","","","DiOPT","Hieranoid|InParanoid","2","9"
"MIH1","YMR036C","Mitotic Inducer Homolog","CDC25A","cell division cycle 25A","H. sapiens","993","116947","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"MIH1","YMR036C","Mitotic Inducer Homolog","CDC25B","cell division cycle 25B","H. sapiens","994","116949","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"MIH1","YMR036C","Mitotic Inducer Homolog","CDC25C","cell division cycle 25C","H. sapiens","995","157680","","","DiOPT","OrthoInspector|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","6","9"
"MIP1","YOR330C","MItochondrial DNA Polymerase","POLG","polymerase (DNA directed), gamma","H. sapiens","5428","174763","203700","MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MIP1","YOR330C","MItochondrial DNA Polymerase","POLG","polymerase (DNA directed), gamma","H. sapiens","5428","174763","613662","MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MIP1","YOR330C","MItochondrial DNA Polymerase","POLG","polymerase (DNA directed), gamma","H. sapiens","5428","174763","258450","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1; PEOB1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MIP1","YOR330C","MItochondrial DNA Polymerase","POLG","polymerase (DNA directed), gamma","H. sapiens","5428","174763","157640","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 1; PEOA1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MIP1","YOR330C","MItochondrial DNA Polymerase","POLG","polymerase (DNA directed), gamma","H. sapiens","5428","174763","607459","SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"MIR1","YJR077C","Mitochondrial Import Receptor","SLC25A3","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3","H. sapiens","5250","600370","610773","MITOCHONDRIAL PHOSPHATE CARRIER DEFICIENCY","DiOPT","Ensembl Compara|Hieranoid|OrthoFinder","3","9"
"MIS1","YBR084W","MItochondrial C1-tetrahydrofolate Synthase","MTHFD1","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase","H. sapiens","4522","172460","601634","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE; NTDFS","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|Ensembl Compara|InParanoid","8","9"
"MIS1","YBR084W","MItochondrial C1-tetrahydrofolate Synthase","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like","H. sapiens","25902","611427","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|Ensembl Compara|InParanoid","8","9"
"MIX17","YMR002W","Mitochondrial Intermembrane space CX(n)C motif protein","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","H. sapiens","400916","615903","616209","MYOPATHY, ISOLATED MITOCHONDRIAL, AUTOSOMAL DOMINANT; IMMD","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"MIX17","YMR002W","Mitochondrial Intermembrane space CX(n)C motif protein","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","H. sapiens","400916","615903","615911","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2; FTDALS2","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"MIX17","YMR002W","Mitochondrial Intermembrane space CX(n)C motif protein","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","H. sapiens","400916","615903","615048","SPINAL MUSCULAR ATROPHY, JOKELA TYPE; SMAJ","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"MIX17","YMR002W","Mitochondrial Intermembrane space CX(n)C motif protein","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","H. sapiens","51142","616244","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|InParanoid","7","9"
"MKK1","YOR231W","Mitogen-activated protein Kinase-Kinase","MAP2K5","mitogen-activated protein kinase kinase 5","H. sapiens","5607","602520","","","DiOPT","Ensembl Compara|InParanoid|PANTHER","3","9"
"MKK2","YPL140C","Mitogen-activated Kinase Kinase","MAP2K5","mitogen-activated protein kinase kinase 5","H. sapiens","5607","602520","","","DiOPT","Ensembl Compara|InParanoid|PANTHER","3","9"
"MLC1","YGL106W","Myosin Light Chain","MYL1","myosin, light chain 1, alkali; skeletal, fast","H. sapiens","4632","160780","","","DiOPT","PANTHER|OMA|OrthoFinder","3","9"
"MLC1","YGL106W","Myosin Light Chain","MYL3","myosin, light chain 3, alkali; ventricular, skeletal, slow","H. sapiens","4634","160790","608751","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8; CMH8","DiOPT","PANTHER|OMA|OrthoFinder","3","9"
"MLC1","YGL106W","Myosin Light Chain","MYL4","myosin, light chain 4, alkali; atrial, embryonic","H. sapiens","4635","160770","","","DiOPT","Ensembl Compara|OMA|OrthoFinder|PANTHER","4","9"
"MLC1","YGL106W","Myosin Light Chain","MYL6","myosin, light chain 6, alkali, smooth muscle and non-muscle","H. sapiens","4637","609931","","","DiOPT","Ensembl Compara|OMA|OrthoFinder|PANTHER","4","9"
"MLC1","YGL106W","Myosin Light Chain","MYL6B","myosin, light chain 6B, alkali, smooth muscle and non-muscle","H. sapiens","140465","609930","","","DiOPT","Ensembl Compara|OMA|OrthoFinder|PANTHER","4","9"
