Entry,Gene names,Protein names
Q12028,APL4 YPR029C,AP-1 complex subunit gamma-1 (Clathrin assembly protein complex 1 gamma large chain) (Clathrin assembly protein large gamma chain) (Gamma-adaptin)
Q00381,APS2 YAP17 YJR058C J1720,AP-2 complex subunit sigma (Adaptin small chain) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin)
P0CX79,ASP3-4 YLR160C L9632.9,L-asparaginase 2-4 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)
Q06541,ARV1 YLR242C,Protein ARV1
P38316,ATG12 APG12 YBR217W YBR1506,Ubiquitin-like protein ATG12 (Autophagy-related protein 12)
P43601,ATG18 AUT10 CVT18 NMR1 SVP1 YFR021W,Autophagy-related protein 18 (Cytoplasm to vacuole targeting protein 18) (Needed for premeiotic replication protein 1) (Swollen vacuole phenotype protein 1)
P53090,ARO8 YGL202W,Aromatic/aminoadipate aminotransferase 1 (2-aminoadipate aminotransferase) (EC 2.6.1.39) (2-aminoadipate transaminase) (Alpha-aminoadipate aminotransferase) (AadAT) (Aromatic amino acid aminotransferase 1) (EC 2.6.1.57) (Aromatic amino acid aminotransferase I) (Aromatic amino acid-requiring protein 8)
Q04371,YMR027W YM9711.17,Damage-control phosphatase YMR027W (EC 3.1.3.-) (Sugar phosphate phosphatase YMR027W)
P36062,AVT3 YKL146W YKL600,Vacuolar amino acid transporter 3
P40851,AXL1 YPR122W P9642.4,Putative protease AXL1 (EC 3.4.24.-)
P32907,ATO2 FUN34 YNR002C N2029,Ammonia transport outward protein 2
P41695,BUB1 YGR188C G7542,Checkpoint serine/threonine-protein kinase BUB1 (EC 2.7.11.1)
P43571,BST1 YFL025C,GPI inositol-deacylase (EC 3.1.-.-) (Bypass of SEC30 protein 1)
Q06703,CDA2 YLR308W L2142.1,Chitin deacetylase 2 (EC 3.5.1.41)
Q12748,CTF3 CHL3 YLR381W,Inner kinetochore subunit CTF3 (CENP-I homolog) (Chromosome loss protein 3) (Chromosome transmission fidelity protein 3) (Constitutive centromere-associated network protein CTF3)
P32656,GCG1 YER163C SYGP-ORF3,Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.7)
P25342,CDC10 YCR002C YCR022 YCR2C,Cell division control protein 10
Q04935,COX20 YDR231C YD9934.15c,"Cytochrome c oxidase assembly protein COX20, mitochondrial"
P00420,COX3 OXI2 Q0275,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)
P25618,CWH43 YCR017C YCR17C,Protein CWH43 (Calcofluor white hypersensitive protein)
P25355,CTR86 YCR054C YCR54C,Copper transport protein 86
Q04201,CUE4 YML101C,CUE domain-containing protein CUE4 (Coupling of ubiquitin conjugation to ER degradation protein 4)
Q03220,CTL1 YMR180C YM8010.10C,Polynucleotide 5'-triphosphatase (EC 3.1.3.33) (mRNA 5'-triphosphatase) (TPase)
Q08923,CTI6 RXT1 YPL181W,Histone deacetylase complex subunit CTI6 (CYC8-TUP1-interacting protein 6) (Transcriptional regulatory protein CTI6)
P06773,DCD1 YHR144C,Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)
P18899,DDR48 FSP YMR173W YM8010.03,Stress protein DDR48 (DNA damage-responsive protein 48) (DDRP 48) (Flocculent-specific protein) (YP 75)
P14164,ABF1 BAF1 OBF1 REB2 SBF1 YKL112W YKL505,ARS-binding factor 1 (Bidirectionally acting factor 1) (DNA replication enhancer-binding protein OBF1) (SFB-B)
P32463,ACP1 YKL192C,"Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)"
P39925,AFG3 YTA10 YER017C,Mitochondrial respiratory chain complexes assembly protein AFG3 (EC 3.4.24.-) (ATPase family gene 3 protein) (Tat-binding homolog 10)
Q08641,ABP140 TRM140 YOR239W YOR240W,tRNA(Thr) (cytosine(32)-N(3))-methyltransferase (EC 2.1.1.268) (Actin-binding protein of 140 kDa) (tRNA methyltransferase of 140 kDa)
P53909,AAH1 YNL141W N1208 N1825,Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)
P40024,ARB1 YER036C,ABC transporter ATP-binding protein ARB1 (ATP-binding cassette protein involved in ribosome biogenesis 1)
P36090,ANR2 YKL047W YKL260,Uncharacterized protein ANR2 (AVL9-related family protein 2)
P53933,APP1 YNL094W N2219,Phosphatidate phosphatase APP1 (PAP) (EC 3.1.3.4) (Actin patch protein 1)
P38207,APN2 ETH1 YBL019W YBL0443,DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.-.-) (AP endonuclease 2) (Apurinic-apyrimidinic endonuclease 2)
P20486,CKS1 YBR135W YBR1011,Cyclin-dependent kinases regulatory subunit (Cell division control protein CKS1)
Q12309,CLF1 NTC77 SYF3 YLR117C L2952,Pre-mRNA-splicing factor CLF1 (Crooked neck-like factor 1) (PRP19-associated complex protein 77) (Synthetic lethal with CDC40 protein 3)
Q12025,EMC10 YDR056C D4219,Endoplasmic reticulum membrane protein complex subunit 10
P0CX12,COS2 YBR302C YBR2121,Protein COS2
P07255,COX9 YDL067C D2520,"Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)"
P40312,CYB5 YNL111C N1949,Cytochrome b5
Q99321,DDP1 YOR163W O3575,"Diphosphoinositol polyphosphate phosphohydrolase DDP1 (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase) (Ap6A hydrolase) (Diadenosine and diphosphoinositol polyphosphate phosphohydrolase 1) (Diadenosine hexaphosphate hydrolase (AMP-forming)) (EC 3.6.1.60)"
P69851,DAD4 HSK2 YDR320C-A,DASH complex subunit DAD4 (DUO1 and DAM1-interacting protein 4) (Helper of ASK1 protein 2) (Outer kinetochore protein DAD4)
P38121,POL12 YBL035C YBL0414,DNA polymerase alpha subunit B (DNA polymerase I subunit B) (DNA polymerase alpha:primase complex p86 subunit) (Pol alpha-primase complex p86 subunit) (DNA polymerase-primase complex p74 subunit)
P36049,EBP2 YKL172W YKL636,rRNA-processing protein EBP2 (EBNA1-binding protein homolog)
P38874,IKI1 ELP5 HAP2 TOT5 YHR187W,Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)
Q07651,FMP45 YDL222C,SUR7 family protein FMP45
P38231,FMP23 YBR047W YBR0422,"Protein FMP23, mitochondrial"
P41813,FKH2 YNL068C N2403 YNL2403C,Fork head protein homolog 2
P08524,ERG20 BOT3 FDS1 FPP1 YJL167W J0525,"Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)"
P25585,FYV5 YCL058C YCL58C,Protein FYV5 (Function required for yeast viability protein 5)
Q04839,GFD1 YMR255W YM9920.09,mRNA transport factor GFD1 (Good for full DBP5 activity protein 1)
P25641,ATG15 AUT5 CVT17 YCR068W YCR68W,Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Cytoplasm to vacuole targeting protein 17)
P53264,CLD1 YGR110W G6140,"Cardiolipin-specific deacylase 1, mitochondrial (EC 3.5.1.-)"
P36107,AUR1 YKL004W,Inositol phosphorylceramide synthase catalytic subunit AUR1 (IPC synthase catalytic subunit AUR1) (EC 2.-.-.-) (Aureobasidin A resistance protein) (Phosphatidylinositol:ceramide phosphoinositol transferase)
Q05949,BUR2 CST4 YLR226W,Protein BUR2 (Bypass UAS requirement protein 2) (Chromosome stability protein 4)
P22804,BET1 SLY12 YIL004C YIA4C,Protein transport protein BET1 (Suppressor of loss of YPT1 protein 12) (Protein SLY12)
P39713,BDH2 YAL061W FUN50,Probable diacetyl reductase [(R)-acetoin forming] 2 (EC 1.1.1.303)
P39714,BDH1 BDH YAL060W FUN49,"(R,R)-butanediol dehydrogenase (EC 1.1.1.4)"
P38041,BOI1 BOB1 GIN7 YBL085W YBL0717,Protein BOB1 (BEM1-binding protein) (Growth inhibitory protein 7)
P33306,BCK2 CTR7 YER167W,Protein BCK2 (Bypass of kinase C protein)
P07253,CBP6 YBR120C YBR0916,Cytochrome B pre-mRNA-processing protein 6
P43569,CAF16 YFL028C,CCR4-associated factor 16
P24868,CLB1 SCB1 YGR108W G5967,G2/mitotic-specific cyclin-1
P06704,CDC31 DSK1 YOR257W,Cell division control protein 31 (Nuclear pore protein CDC31) (Nucleoporin CDC31)
P27636,CDC15 LYT1 YAR019C,Cell division control protein 15 (EC 2.7.11.1)
P53168,DUO1 YGL061C,DASH complex subunit DUO1 (Death upon overproduction protein 1) (Outer kinetochore protein DUO1)
Q04368,CSI1 YMR025W YM9711.15,Cop9 signalosome-interactor 1
P40465,CSM2 YIL132C,Chromosome segregation in meiosis protein 2
P47081,COX16 YJL003W J1403 YJR83.2,"Cytochrome c oxidase assembly protein COX16, mitochondrial"
P42842,EMW1 YNL313C N0364,Essential for maintenance of the cell wall protein 1
Q05874,NNT1 EFM7 YLR285W,Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7) (Nicotinamide N-methyltransferase-like protein 1)
P38347,EFM2 YBR271W YBR1739,Protein-lysine N-methyltransferase EFM2 (EC 2.1.1.-) (Elongation factor methyltransferase 2)
P32501,GCD6 TIF225 YDR211W YD8142.12 YD8142B.03,Translation initiation factor eIF-2B subunit epsilon (GCD complex subunit GCD6) (Guanine nucleotide exchange factor subunit GCD6) (eIF-2B GDP-GTP exchange factor subunit epsilon)
P43613,ERJ5 YFR041C,ER-localized J domain-containing protein 5
Q12480,AIM45 YPR004C LPZ4C YP9723.04C,"Probable electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF) (Altered inheritance rate of mitochondria protein 45)"
Q03096,EST3 YIL009C-A,Telomere replication protein EST3 (Ever shorter telomeres protein 3)
P27882,ERV1 YGR029W,Mitochondrial FAD-linked sulfhydryl oxidase ERV1 (EC 1.8.3.2) (14 kDa regulatory protein) (Essential for respiration and vegetative growth protein 1)
P24521,ERG8 YMR220W YM9959.02,Phosphomevalonate kinase (EC 2.7.4.2)
P18411,FUN14 YAL008W,Protein FUN14
P39012,GAA1 END2 YLR088W L9449.4,GPI transamidase component GAA1
Q12001,ALG6 YOR002W UNA544,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)"
Q04413,API2 YDR525W,Uncharacterized protein API2
P34233,ASH1 YKL185W,Transcriptional regulatory protein ASH1 (Daughter cells HO repressor protein)
P53841,BSC4 YNL269W N0670,Bypass of stop codon protein 4
P53755,BSC5 YNR069C N3555,Bypass of stop codon protein 5
Q01389,BCK1 LAS3 SLK1 SSP31 YJL095W J0906,Serine/threonine-protein kinase BCK1/SLK1/SSP31 (EC 2.7.11.1)
Q06338,BCP1 YDR361C,Protein BCP1
P21269,CCA1 TNT1 YER168C,"CCA tRNA nucleotidyltransferase, mitochondrial (EC 2.7.7.72) (CCA-adding enzyme) (tRNA CCA-pyrophosphorylase) (tRNA adenylyltransferase) (tRNA nucleotidyltransferase)"
P13517,CAP2 YIL034C,F-actin-capping protein subunit beta
P53836,CAF120 YNL278W N0610,CCR4-NOT transcriptional complex subunit CAF120 (120 kDa CCR4-associated factor)
P32657,CHD1 YER164W SYGP-ORF4,Chromo domain-containing protein 1 (EC 3.6.4.-) (ATP-dependent helicase CHD1)
Q12145,CMR3 YPR013C LPZ12c,Zinc finger protein CRM3 (Changed mutation rate protein 3)
Q03690,CLU1 TIF31 YMR012W YM8270.16,Clustered mitochondria protein 1 (Translation initiation factor 31) (eIF3-associated protein p135)
P43639,CKB1 YGL019W,Casein kinase II subunit beta (CK II beta)
P38930,CKB2 YOR039W OR26.32,Casein kinase II subunit beta' (CK II beta')
P00427,COX6 YHR051W,"Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)"
P53314,CPD1 YGR247W,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CPDase) (EC 3.1.4.37)"
P46947,BUD13 CWC26 SLC7 YGL174W G1642,Pre-mRNA-splicing factor CWC26 (Bud site selection protein 13) (Complexed with CEF1 protein 26) (Synthetic lethal with CLF1 protein 7)
P41817,CUP9 YPL177C,Homeobox protein CUP9
P07143,CYT1 CTC1 YOR065W YOR29-16,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome c oxidoreductase cytochrome c1 subunit) (Cytochrome c-1)"
Q04895,DAL4 YIR028W,Allantoin permease (Allantoin transport protein)
P54838,DAK1 YML070W,Dihydroxyacetone kinase 1 (DHA kinase 1) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase 1) (Triokinase 1) (Triose kinase 1)
P39517,DHH1 YDL160C,ATP-dependent RNA helicase DHH1 (EC 3.6.4.13) (DExD/H-box helicase 1)
Q05031,DFG5 YMR238W YM9959.20,"Mannan endo-1,6-alpha-mannosidase DFG5 (EC 3.2.1.101) (Endo-alpha-1->6-D-mannanase DFG5)"
Q12432,EAF3 YPR023C YP9367.03C,Chromatin modification-related protein EAF3 (ESA1-associated factor 3)
P48235,ECL1 YGR146C G6626,Extender of the chronological lifespan protein 1
Q03921,DOP1 YDR141C YD9302.17C,Protein dopey
Q12168,ACF2 ENG2 PCA1 YLR144C L3180,"Endo-1,3(4)-beta-glucanase 2 (Endo-1,3-beta-glucanase 2) (Endo-1,4-beta-glucanase 2) (EC 3.2.1.6) (Laminarinase-2)"
Q12418,GIS3 YLR094C,Protein GIS3
P04397,GAL10 YBR019C YBR0301,Bifunctional protein GAL10 [Includes: UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase); Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)]
P53849,GIS2 YNL255C N0852,Zinc finger protein GIS2
P38263,VID24 GID4 YBR105C YBR0834,Vacuolar import and degradation protein 24 (Glucose-induced degradation protein 4)
Q08361,AAD15 YOL165C,Putative aryl-alcohol dehydrogenase AAD15 (EC 1.1.1.-)
Q99299,AIM44 YPL158C P2570,Altered inheritance of mitochondria protein 44
P53974,ARK1 YNL020C N2823,Actin-regulating kinase 1 (EC 2.7.11.1)
P11076,ARF1 YDL192W D1244,ADP-ribosylation factor 1
P53309,YAP1802 YGR241C G8610,Clathrin coat assembly protein AP180B
P53890,BNI5 YNL166C N1706,Bud neck protein 5
P21560,CBP3 YPL215W P1775,"Protein CBP3, mitochondrial"
Q03941,CAB5 YDR196C YD9346.07C,Dephospho-CoA kinase CAB5 (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase)
P20438,CLN2 YPL256C,G1/S-specific cyclin CLN2
Q3E829,MHF2 YDL160C-A,Inner kinetochore subunit MHF2 (CENP-X homolog) (Constitutive centromere-associated network protein MHF2) (MHF histone-fold complex subunit 2) (MPH1-associated histone-fold protein 2)
P14180,CHS2 YBR038W YBR0407,Chitin synthase 2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 2)
P32178,ARO7 OSM2 YPR060C YP9499.15C,Chorismate mutase (CM) (EC 5.4.99.5)
P25656,CDC50 YCR094W YCR94W,Cell division control protein 50
Q12468,RRI1 CSN5 JAB1 YDL216C D0888,COP9 signalosome complex subunit 5 (EC 3.4.-.-)
Q06440,CRN1 YLR429W L9576.2,Coronin-like protein
P04037,COX4 YGL187C G1362,"Cytochrome c oxidase subunit 4, mitochondrial (Cytochrome c oxidase polypeptide IV)"
P49573,CTR1 YPR124W P9642.3,Copper transport protein CTR1 (Copper transporter 1)
P46963,CTK3 YML112W YM8339.07,CTD kinase subunit gamma (CTDK-I gamma subunit) (CTD kinase 32 kDa subunit) (CTD kinase subunit 3)
P13663,HOM2 YDR158W YD8358.12,Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)
P53095,DSD1 YGL196W G1315,D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)
Q12015,DSC3 YOR223W YOR50-13,DSC E3 ubiquitin ligase complex subunit 3 (Defective for SREBP cleavage protein 3)
P47027,DPB11 YJL090C J0918,DNA replication regulator DPB11
P32801,ELM1 YKL048C YKL261,Serine/threonine-protein kinase ELM1 (EC 2.7.11.1)
P00924,ENO1 ENOA HSP48 YGR254W G9160,Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)
P40456,ESL1 YIL151C,EST/SMG-like protein 1
P28240,ICL1 YER065C,Isocitrate lyase (ICL) (EC 4.1.3.1) (Methylisocitrate lyase) (MICA) (EC 4.1.3.30) (Threo-D(S)-isocitrate glyoxylate-lyase)
P42884,AAD14 YNL331C N0300,Putative aryl-alcohol dehydrogenase AAD14 (EC 1.1.1.-)
Q03233,ADD37 YMR184W YM8010.14,Alpha1-proteinase inhibitor-degradation deficient protein 37
P38700,APM2 YHL019C,Adaptin medium chain homolog APM2 (Adaptin-mu1-II)
Q12380,ATG5 APG5 YPL149W P2601,Autophagy protein 5
P36149,BET3 YKR068C,Trafficking protein particle complex subunit BET3 (TRAPP subunit BET3) (Transport protein particle 22 kDa subunit)
Q02948,VPS30 APG6 ATG6 VPT30 YPL120W LPH7,Vacuolar protein sorting-associated protein 30 (Autophagy-related protein 6)
P07267,PEP4 PHO9 PRA1 YPL154C P2585,Saccharopepsin (EC 3.4.23.25) (Aspartate protease) (PrA) (Proteinase A) (Carboxypeptidase Y-deficient protein 4) (Proteinase YSCA)
P29465,CHS3 CAL1 CSD2 DIT101 KIT2 YBR023C YBR0305,Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)
P25694,CDC48 YDL126C,Cell division control protein 48 (EC 3.6.4.6) (Cell division cycle protein 48) (Transitional endoplasmic reticulum ATPase homolog)
Q12018,CDC53 YDL132W D2190,Cell division control protein 53 (Cullin-A) (E3 ubiquitin ligase complex SCF subunit CDC53)
P09119,CDC6 YJL194W J0347,Cell division control protein 6
P53318,COQ6 YGR255C G9165,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Ubiquinone C4-deaminase) (EC 3.5.-.-)"
P21595,DIT2 CYP56 YDR402C D9509.20,Cytochrome P450-DIT2 (EC 1.14.14.-) (Cytochrome P450 56)
P10614,ERG11 CYP51 YHR007C,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)
P32626,UTR4 YEL038W SYGP-ORF20,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (Unknown transcript 4 protein)"
P53743,ESF2 ABT1 YNR054C N3491,Pre-rRNA-processing protein ESF2 (18S rRNA factor 2)
P29704,ERG9 YHR190W,Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)
Q08645,MET7 MET23 YOR241W O5248,Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)
P36143,GLG1 YKR058W,Glycogenin-1 (EC 2.4.1.186) (Glycogen synthesis initiator protein 1) (Glycogenin glucosyltransferase 1)
Q06336,GGA1 YDR358W D9476.2,"ADP-ribosylation factor-binding protein GGA1 (Golgi-localized, gamma ear-containing, ARF-binding protein 1)"
P43535,GCN20 YFR009W,Protein GCN20 (General control non-derepressible protein 20)
P47129,ACF4 YJR083C J1857,Assembly-complementing factor 4
P38305,AIM4 SOY1 YBR194W YBR1404,Altered inheritance of mitochondria protein 4 (Synthetic with old yellow enzyme protein 1)
P25371,ADP1 YCR011C YCR105 YCR11C,Probable ATP-dependent permease
P46672,ARC1 G4P1 YGL105W G3085,tRNA-aminoacylation cofactor ARC1 (Acyl-RNA-complex protein 1) (GU4 nucleic-binding protein 1) (G4p1 protein) (P42) (tRNA-interacting factor ARC1)
P22108,APA2 YDR530C D9719.33,"Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 (Ap4A phosphorylase 2) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase)"
P0CZ17,ASP3-1 YLR155C L9632.6,L-asparaginase 2-1 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)
P14904,APE1 API LAP4 YSC1 YKL103C YKL455,Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)
P48361,ASK10 RGC2 YGR097W,Activator of SKN7 protein 10 (Regulator of the glycerol channel 2)
P53983,ASI3 YNL008C N2874,Protein ASI3 (Amino acid sensor-independent protein 3)
P39724,BOL3 AIM1 YAL046C,BolA-like protein 3 (Altered inheritance of mitochondria protein 1)
P34730,BMH2 YDR099W YD8557.08,Protein BMH2
P40512,PCI8 CSN11 YIH1 YIL071C,Cop9 signalosome complex subunit 11 (Proteasome-COP9 signalosome-eIF3 domain protein 8)
P32347,HEM12 HEM6 POP3 YDR047W YD9609.03,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
P33750,SOF1 YLL011W L1339,Protein SOF1 (U3 small nucleolar RNA-associated protein SOF1) (U3 snoRNA-associated protein SOF1)
P27344,DPB3 YBR278W YBR2015,DNA polymerase epsilon subunit C (DNA polymerase II subunit C)
P16521,YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5,Elongation factor 3A (EF-3) (EF-3A) (EC 3.6.4.-) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)
P38819,ERP5 YHR110W,Protein ERP5
P22007,RAM1 DPR1 SCG2 STE16 YDL090C D2412,Protein farnesyltransferase subunit beta (FTase-beta) (PFTase beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)
Q04433,FIT1 YDR534C D9719.37,Facilitator of iron transport 1
P13711,POX1 FOX1 YGL205W,Acyl-coenzyme A oxidase (Acyl-CoA oxidase) (EC 1.3.3.6)
Q07732,ADY3 YDL239C,Accumulates dyads protein 3
P40344,ATG3 APG3 AUT1 YNR007C N2040,Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)
Q01532,LAP3 BLH1 GAL6 YCP1 YNL239W N1118,"Cysteine proteinase 1, mitochondrial (EC 3.4.22.40) (Bleomycin hydrolase) (BLM hydrolase) (Homocysteine-thiolactonase) (HTLase) (Hcy-thiolactonase) (Leucine aminopeptidase 3) (Y3)"
P26448,BUB2 YMR055C YM9796.08C,Mitotic check point protein BUB2 (Cell cycle arrest protein BUB2)
P53630,BIO4 YNR057C N3506,Dethiobiotin synthetase (DTB synthetase) (EC 6.3.3.3) (Dethiobiotin synthase) (DTBS)
P29311,BMH1 YER177W,Protein BMH1
P06787,CMD1 YBR109C YBR0904,Calmodulin (CaM)
P36130,CAF4 YKR036C,CCR4-associated factor 4
Q06350,CTS2 YDR371W D9481.7,Sporulation-specific chitinase 2 (EC 3.2.1.14)
P40202,CCS1 LYS7 YMR038C YM9532.03C,Superoxide dismutase 1 copper chaperone
P89105,CTR9 CDP1 YOL145C,RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)
